user_id,signup_date,last_login_date,total_sessions,avg_session_minutes,subscription_tier,monthly_spend,support_tickets,churned
U001072,2023-10-22,2024-01-14,34,6.27,enterprise,96.88,0,0
U001073,2023-09-07,2023-09-23,28,25.61,basic,8.91,0,0
U001074,2023-01-03,2023-02-28,27,8.1,free,0.0,1,0
U001075,2023-06-05,2023-10-21,38,12.82,basic,8.26,0,0
U001076,2022-10-10,2023-01-12,52,47.53,free,4.86,1,0
U001077,2023-04-05,2023-05-14,39,0.33,basic,5.42,1,0
U001078,2022-06-01,2022-09-10,53,11.86,free,0.0,0,0
U001079,2022-06-11,2022-06-27,60,8.22,enterprise,101.58,1,0
U001080,2023-04-18,2023-07-13,75,17.55,basic,8.18,0,0
U001081,2022-08-11,2023-03-18,44,37.22,premium,28.21,0,0
U001082,2023-10-17,2023-11-08,47,16.56,free,6.23,2,0
U001083,2022-11-12,2023-03-28,19,1.02,enterprise,95.25,2,0
U001084,2022-09-07,2023-02-01,32,3.15,basic,13.42,2,0
U001085,2022-05-26,2023-10-07,22,17.95,free,4.53,1,0
U001086,2023-02-16,2023-06-08,42,31.53,enterprise,98.66,0,0
U001087,2022-05-02,2023-11-09,55,32.81,free,0.0,0,0
U001088,2023-01-29,2023-02-28,12,6.09,free,0.0,0,0
U001089,2022-08-15,2024-01-12,121,14.71,enterprise,100.32,3,0
U001090,2022-06-21,2022-11-30,51,37.48,free,0.0,2,0
U001091,2022-07-14,2022-10-05,126,19.51,premium,33.2,0,0
U001092,2023-10-07,2023-12-23,21,23.77,free,0.22,1,0
U001093,2023-04-20,2023-11-13,27,3.05,free,0.0,2,0
U001094,2022-05-12,2023-01-20,31,5.35,basic,11.54,0,0
U001095,2023-11-06,2023-11-17,128,13.95,basic,10.58,0,0
U001096,2022-04-28,2023-11-28,29,61.38,basic,6.67,2,0
U001097,2023-03-24,2023-07-07,68,1.34,basic,5.77,1,0
U001098,2023-01-29,2023-06-01,18,25.52,free,3.81,0,0
U001099,2023-08-04,2023-10-20,34,12.03,basic,8.94,0,0
U001100,2023-10-03,2023-10-05,27,9.94,basic,13.47,0,0
U001101,2022-05-19,2022-08-30,7,41.12,free,0.0,1,1
U001102,2023-05-12,2023-09-19,17,30.8,free,0.0,0,0
U001103,2022-12-24,2023-01-29,21,17.9,premium,30.33,1,0
U001104,2022-12-03,2023-04-28,35,3.69,free,2.23,3,0
U001105,2022-06-08,2023-04-14,37,5.57,basic,13.08,0,0
U001106,2022-02-15,2023-08-11,44,38.05,free,4.71,0,0
U001107,2022-05-28,2023-03-31,6,4.0,enterprise,101.54,0,0
U001108,2023-09-01,2023-10-06,18,2.97,free,0.0,1,0
U001109,2023-08-29,2023-10-08,103,10.43,free,1.82,0,0
U001110,2022-04-06,2022-11-08,9,29.07,premium,27.88,0,0
U001111,2023-05-22,2023-11-14,98,12.85,basic,11.49,1,0
U001112,2023-03-21,2023-12-05,45,3.82,basic,9.31,4,0
U001113,2023-10-25,2023-11-06,30,18.28,basic,10.61,2,0
U001114,2023-03-08,2023-03-31,43,11.25,free,3.39,1,0
U001115,2023-08-05,2023-10-12,30,3.45,free,1.5,0,0
U001116,2022-09-20,2023-06-30,68,6.06,premium,34.33,1,0
U001117,2022-05-21,2022-05-31,37,14.2,free,3.2,2,0
U001118,2023-07-17,2023-12-04,22,2.41,free,0.0,0,0
U001119,2022-12-03,2023-09-28,10,5.92,basic,9.89,1,0
U001120,2022-10-02,2022-12-07,37,26.3,free,0.0,1,0
U001121,2022-12-08,2022-12-29,36,19.09,premium,28.08,0,0
U001122,2023-05-15,2023-11-06,22,8.84,free,0.0,3,0
U001123,2023-09-02,2023-12-02,53,27.36,premium,27.87,2,0
U001124,2022-10-26,2023-09-09,19,7.95,premium,28.83,4,0
U001125,2023-04-18,2023-07-11,7,4.11,enterprise,97.47,0,0
U001126,2023-06-18,2023-10-02,32,13.16,free,3.57,2,0
U001127,2023-01-10,2023-08-09,8,18.7,premium,32.79,4,1
U001128,2023-04-06,2023-08-21,42,11.68,free,0.44,1,0
U001129,2023-08-28,2023-12-04,33,31.38,premium,30.56,1,0
U001130,2022-08-22,2022-12-14,33,10.4,free,0.66,2,0
U001131,2022-09-01,2023-02-28,36,18.01,free,0.0,1,0
U001132,2023-04-27,2023-08-20,36,17.5,free,0.0,0,0
U001133,2023-06-02,2023-09-13,80,12.67,free,0.0,0,0
U001134,2023-10-06,2024-01-13,4,28.6,free,3.93,1,1
U001135,2022-02-28,2023-08-04,30,21.0,free,2.69,0,0
U001136,2022-06-15,2023-05-21,28,4.13,enterprise,104.32,2,0
U001137,2023-08-20,2023-10-26,50,22.27,free,0.0,0,0
U001138,2023-03-20,2023-04-09,40,12.43,free,4.32,0,0
U001139,2022-09-28,2023-03-24,10,10.33,premium,25.22,1,0
U001140,2023-01-29,2023-09-10,46,11.62,basic,7.93,1,0
U001141,2022-07-11,2022-11-07,41,18.92,free,0.0,1,0
U001142,2022-05-05,2022-11-16,24,19.52,free,5.34,1,0
U001143,2022-09-26,2022-09-27,26,12.46,basic,10.58,2,0
U001144,2022-06-13,2023-01-01,14,33.64,free,2.77,1,0
U001145,2023-10-06,2023-12-31,50,17.82,enterprise,103.14,0,0
U001146,2022-03-18,2023-02-03,22,11.39,basic,13.94,2,0
U001147,2023-08-11,2023-10-27,20,8.93,basic,11.56,2,0
U001148,2022-02-02,2023-03-28,21,4.75,free,1.69,0,0
U001149,2023-02-17,2023-11-28,27,2.46,free,0.0,1,0
U001150,2022-10-12,2023-09-18,81,15.79,enterprise,103.13,3,0
U001151,2022-01-22,2022-07-20,49,2.78,basic,14.42,1,0
U001152,2023-02-11,2023-09-07,73,8.42,basic,7.98,0,0
U001153,2023-12-16,2023-12-26,7,12.82,free,0.0,1,1
U001154,2022-10-02,2023-11-09,37,23.53,basic,6.25,1,0
U001155,2022-02-14,2023-01-10,8,10.71,basic,3.7,2,1
U001156,2022-09-20,2023-09-01,38,10.05,free,0.0,2,0
U001157,2022-08-19,2023-02-09,41,31.75,basic,9.01,0,0
U001158,2023-03-01,2023-11-20,21,22.42,basic,9.75,1,0
U001159,2022-03-22,2023-03-01,57,17.24,free,6.27,0,0
U001160,2023-04-20,2023-09-26,29,5.8,free,1.93,1,0
U001161,2023-05-27,2023-07-04,62,11.71,free,0.0,3,0
U001162,2023-04-10,2023-12-10,99,5.02,basic,12.0,1,0
U001163,2023-10-03,2023-12-01,60,10.89,basic,11.68,1,0
U001164,2022-03-12,2023-10-23,40,22.26,free,1.91,1,0
U001165,2022-11-18,2023-07-30,11,2.54,free,0.0,1,0
U001166,2023-07-18,2024-01-02,26,28.05,basic,14.59,2,0
U001167,2023-08-29,2023-12-16,10,2.54,free,4.15,3,0
U001168,2022-07-04,2023-10-23,46,22.81,free,0.84,1,0
U001169,2023-04-05,2023-06-07,18,10.64,basic,7.02,2,0
U001170,2022-08-28,2023-08-05,13,8.02,basic,5.23,0,0
U001171,2022-05-23,2023-04-13,34,3.76,enterprise,95.21,3,0
U001172,2022-09-19,2023-07-30,43,14.64,premium,31.62,1,0
U001173,2022-07-18,2023-09-28,10,40.79,premium,26.26,1,0
U001174,2022-06-03,2023-09-03,19,7.52,premium,30.83,1,0
U001175,2022-08-17,2023-11-21,48,18.08,free,0.13,2,0
U001176,2023-04-07,2023-08-27,29,16.85,premium,29.98,1,0
U001177,2022-07-01,2023-11-10,59,28.3,basic,10.9,1,0
U001178,2023-03-10,2023-10-22,22,4.89,free,0.0,0,0
U001179,2023-02-27,2023-06-28,37,2.86,free,0.0,1,0
U001180,2023-01-23,2023-10-27,41,39.14,free,1.26,0,0
U001181,2023-07-15,2023-09-13,15,20.95,free,4.75,1,0
U001182,2023-07-13,2024-01-10,26,8.54,free,0.0,4,1
U001183,2022-10-18,2023-05-15,36,10.39,free,2.12,0,0
U001184,2022-08-26,2023-03-27,58,7.3,free,0.0,1,0
U001185,2022-10-12,2023-04-30,107,4.73,enterprise,100.74,1,0
U001186,2022-04-27,2022-05-18,32,9.3,premium,33.49,3,0
U001187,2022-05-06,2023-05-31,12,10.01,basic,10.14,1,0
U001188,2022-12-21,2023-05-23,36,58.43,premium,29.09,0,0
U001189,2022-10-13,2023-07-16,14,10.42,premium,30.16,2,0
U001190,2022-06-05,2023-01-17,45,16.48,basic,7.61,2,0
U001191,2023-03-12,2023-10-22,28,14.93,basic,8.98,0,0
U001192,2022-11-13,2023-05-05,25,7.28,basic,10.04,3,0
U001193,2022-10-28,2023-11-03,18,5.2,free,0.0,1,0
U001194,2022-08-25,2023-12-09,67,10.32,free,0.0,1,0
U001195,2022-03-19,2023-09-17,28,14.49,free,0.0,0,0
U001196,2022-11-08,2023-09-08,32,20.26,basic,13.58,0,0
U001197,2023-11-19,2023-11-25,29,29.4,basic,7.4,1,0
U001198,2023-07-31,2023-11-27,39,15.59,free,3.43,1,0
U001199,2023-03-25,2023-10-06,13,12.44,free,2.76,3,0
U001200,2022-09-07,2023-02-22,12,13.99,free,0.0,0,0
U001201,2022-11-23,2023-04-15,34,3.7,premium,27.08,2,0
U001202,2022-10-11,2023-02-18,39,7.28,premium,31.81,1,0
U001203,2022-08-22,2022-09-01,70,21.12,premium,33.66,0,0
U001204,2023-10-24,2023-12-08,20,25.4,free,4.59,2,0
U001205,2023-10-07,2024-01-15,45,8.09,enterprise,96.15,1,0
U001206,2023-11-05,2023-11-09,22,10.19,enterprise,95.97,4,0
U001207,2023-05-26,2023-12-27,57,19.07,free,2.2,1,0
U001208,2023-07-13,2023-09-13,42,7.67,free,3.71,2,0
U001209,2022-01-30,2022-05-28,32,42.15,basic,11.86,2,0
U001210,2023-05-07,2023-09-04,28,6.34,basic,15.0,1,0
U001211,2022-12-04,2023-02-28,42,12.0,basic,10.03,0,0
U001212,2023-08-21,2023-10-02,9,4.86,enterprise,97.54,3,0
U001213,2023-08-28,2023-09-04,4,29.37,enterprise,98.27,1,0
U001214,2022-05-06,2023-05-26,35,7.42,free,4.89,1,0
U001215,2023-05-27,2023-06-16,58,28.5,basic,8.04,2,0
U001216,2022-03-14,2022-11-18,19,1.85,free,4.54,3,0
U001217,2023-02-11,2023-12-16,48,11.13,premium,27.11,1,0
U001218,2022-05-16,2022-06-28,22,4.79,free,0.42,0,0
U001219,2022-10-04,2023-09-08,7,27.1,free,0.0,0,1
U001220,2022-07-16,2023-07-01,12,0.23,free,0.0,2,0
U001221,2022-10-12,2023-12-08,89,17.85,basic,8.27,1,0
U001222,2022-09-29,2023-04-03,15,6.08,basic,7.47,2,0
U001223,2022-09-02,2023-08-31,16,0.7,free,2.65,1,0
U001224,2023-06-19,2023-12-24,34,19.4,basic,5.3,2,0
U001225,2022-02-18,2022-11-22,22,3.76,basic,17.23,1,0
U001226,2022-06-13,2023-10-22,23,8.48,basic,13.04,0,0
U001227,2022-04-19,2023-01-19,133,15.24,free,0.0,0,0
U001228,2023-04-09,2023-05-24,11,12.74,free,0.0,1,0
U001229,2022-09-11,2023-01-14,100,33.6,premium,30.16,0,0
U001230,2022-05-12,2023-06-05,20,6.67,free,0.37,0,0
U001231,2022-07-28,2023-06-26,83,9.95,free,1.53,2,0
U001232,2023-05-13,2023-08-12,56,12.55,premium,30.89,2,0
U001233,2023-01-02,2023-05-26,18,1.95,premium,30.59,2,0
U001234,2023-03-09,2023-12-19,34,24.22,free,0.0,2,0
U001235,2023-06-04,2023-06-26,60,8.45,free,0.0,1,0
U001236,2022-10-26,2023-07-04,18,15.55,basic,11.55,2,0
U001237,2023-04-14,2023-12-14,32,11.49,basic,12.95,0,0
U001238,2022-08-01,2023-11-03,90,15.78,premium,27.57,3,0
U001239,2023-09-12,2023-10-20,47,11.7,free,3.92,2,0
U001240,2023-04-11,2023-09-15,54,19.81,basic,8.81,2,0
U001241,2022-12-04,2023-08-04,16,12.3,basic,13.67,1,0
U001242,2022-12-29,2023-08-04,66,4.78,enterprise,98.78,1,0
U001243,2022-06-01,2023-05-06,45,1.67,free,0.38,0,0
U001244,2022-09-08,2023-01-25,45,15.28,free,1.9,0,0
U001245,2023-04-24,2023-06-25,63,5.64,premium,30.44,2,0
U001246,2023-01-27,2023-03-30,22,12.42,premium,32.12,0,0
U001247,2023-06-10,2023-07-30,23,24.78,free,0.0,1,0
U001248,2022-08-08,2023-05-19,16,14.3,premium,24.33,1,0
U001249,2022-06-27,2023-04-13,26,18.26,enterprise,102.69,1,0
U001250,2023-06-01,2023-08-16,51,7.69,free,0.0,2,0
U001251,2023-06-16,2023-09-02,33,26.15,free,1.5,1,0
U001252,2022-06-18,2022-10-26,20,1.96,free,0.0,2,0
U001253,2023-10-22,2024-01-01,58,5.64,free,0.09,3,0
U001254,2023-08-09,2023-12-13,113,14.47,free,0.0,0,0
U001255,2023-12-04,2024-01-10,4,3.44,free,0.0,0,1
U001256,2022-08-13,2023-11-08,28,13.4,free,3.25,1,0
U001257,2023-10-25,2023-11-27,21,6.8,enterprise,99.41,0,0
U001258,2022-08-14,2022-12-09,62,13.55,premium,27.86,1,0
U001259,2022-11-01,2023-07-11,9,2.76,free,2.69,2,1
U001260,2022-03-12,2022-05-06,35,7.94,free,0.0,1,0
U001261,2022-05-19,2023-03-27,4,19.35,free,0.0,1,1
U001262,2023-04-06,2023-06-06,37,22.81,basic,10.17,0,0
U001263,2022-10-16,2023-08-23,18,12.05,basic,4.34,0,0
U001264,2022-03-23,2022-11-10,5,22.42,premium,31.4,1,0
U001265,2022-11-22,2023-07-11,54,10.77,enterprise,104.29,3,0
U001266,2023-02-15,2023-12-14,6,29.46,enterprise,97.03,0,0
U001267,2023-02-07,2023-11-26,77,10.4,basic,12.33,0,0
U001268,2022-04-01,2022-07-12,10,30.2,enterprise,103.32,1,0
U001269,2023-05-18,2023-10-26,12,43.96,free,0.0,1,0
U001270,2022-02-08,2022-05-03,30,18.02,free,0.0,0,0
U001271,2023-06-22,2023-11-11,25,20.01,free,0.0,1,0
U001272,2023-12-14,2024-01-10,65,17.53,basic,9.67,1,0
U001273,2022-04-17,2023-08-12,43,40.42,free,6.69,2,0
U001274,2023-04-23,2023-09-18,11,6.25,premium,32.87,0,0
U001275,2022-09-08,2022-10-15,6,10.59,basic,13.29,1,0
U001276,2023-03-21,2023-07-01,97,63.53,basic,5.48,4,0
U001277,2022-06-07,2023-01-24,25,16.44,basic,9.62,3,0
U001278,2023-03-19,2023-05-31,12,21.09,free,0.0,1,0
U001279,2023-06-30,2023-09-17,66,10.15,basic,13.49,1,0
U001280,2022-05-13,2023-03-05,28,15.42,basic,15.86,2,0
U001281,2022-08-24,2023-08-12,27,7.85,free,2.59,1,0
U001282,2022-10-30,2023-03-19,58,19.37,basic,12.17,1,0
U001283,2022-07-29,2023-10-21,45,29.77,free,2.12,1,0
U001284,2023-11-06,2024-01-01,29,7.02,premium,27.61,2,0
U001285,2022-04-07,2022-12-20,26,9.1,free,0.0,2,0
U001286,2023-04-26,2023-05-07,8,6.91,enterprise,102.48,1,0
U001287,2022-01-27,2022-10-30,28,13.96,basic,10.82,1,0
U001288,2023-06-20,2023-10-19,36,15.62,basic,8.52,3,0
U001289,2022-09-20,2024-01-03,41,8.74,free,0.0,1,0
U001290,2022-04-26,2023-07-17,24,13.34,basic,9.96,0,0
U001291,2022-07-31,2022-11-02,16,28.66,basic,12.18,1,0
U001292,2022-10-24,2023-04-13,22,11.13,free,2.27,0,0
U001293,2023-08-31,2023-10-12,2,11.99,free,2.9,4,1
U001294,2022-07-27,2023-05-19,68,9.3,basic,10.41,2,0
U001295,2022-11-01,2023-12-23,21,4.28,premium,28.63,2,0
U001296,2023-11-09,2024-01-07,76,10.71,free,1.1,1,0
U001297,2023-04-02,2023-09-15,69,23.57,free,4.64,0,0
U001298,2022-10-29,2024-01-15,18,8.47,basic,9.5,1,0
U001299,2023-12-15,2024-01-06,27,5.47,premium,37.23,0,0
U001300,2022-08-30,2023-03-30,53,46.92,free,0.65,4,0
U001301,2022-07-04,2023-07-10,49,20.43,basic,10.3,1,0
U001302,2022-07-24,2023-10-20,80,15.11,premium,30.14,0,0
U001303,2023-05-22,2023-07-30,49,21.62,basic,8.8,0,0
U001304,2023-02-25,2023-10-08,28,11.6,premium,34.97,6,0
U001305,2022-08-07,2022-12-10,19,8.06,free,1.18,0,0
U001306,2022-03-11,2023-11-25,74,37.22,premium,26.94,2,0
U001307,2023-07-07,2023-09-25,40,20.82,basic,6.72,2,0
U001308,2022-05-30,2023-07-22,29,11.47,free,0.0,1,0
U001309,2023-08-22,2023-12-19,10,10.76,enterprise,98.7,1,0
U001310,2022-02-21,2022-07-29,47,2.7,basic,11.38,1,0
U001311,2023-02-21,2023-11-09,42,13.53,premium,35.4,0,0
U001312,2022-10-17,2023-12-19,28,15.88,basic,6.38,1,0
U001313,2022-08-20,2023-04-27,48,11.3,basic,7.9,2,0
U001314,2023-07-21,2023-10-28,13,48.9,free,0.0,0,0
U001315,2022-04-12,2023-09-15,10,2.68,premium,30.29,1,0
U001316,2023-07-30,2023-08-17,47,33.24,free,0.0,0,0
U001317,2022-10-18,2023-04-11,32,5.71,enterprise,98.77,2,0
U001318,2022-07-15,2023-04-15,50,6.63,premium,32.86,4,0
U001319,2023-03-02,2023-08-02,9,13.21,premium,32.65,0,0
U001320,2022-05-02,2023-09-16,24,13.45,premium,32.12,2,0
U001321,2022-09-15,2023-06-18,49,29.83,basic,4.65,1,0
U001322,2023-01-10,2023-10-20,40,7.5,premium,30.09,0,0
U001323,2022-11-25,2023-07-17,14,7.0,enterprise,103.64,2,0
U001324,2023-06-06,2023-12-02,54,9.09,free,1.39,4,1
U001325,2022-11-19,2023-03-19,20,15.84,premium,31.43,2,0
U001326,2022-10-22,2022-11-14,21,27.42,free,0.0,0,0
U001327,2022-08-19,2023-09-14,36,27.92,free,2.99,4,1
U001328,2022-02-05,2023-12-05,21,4.89,enterprise,101.31,3,0
U001329,2022-07-27,2022-09-03,52,21.88,free,2.55,0,0
U001330,2022-04-21,2023-03-27,31,18.6,premium,30.57,1,0
U001331,2022-09-22,2022-11-13,71,11.02,basic,10.8,1,0
U001332,2022-09-05,2022-09-13,13,5.37,premium,28.04,2,0
U001333,2022-10-23,2024-01-12,52,9.87,basic,10.42,0,0
U001334,2023-07-11,2023-07-31,68,3.01,basic,7.93,1,0
U001335,2023-03-20,2023-09-10,29,9.35,basic,9.5,3,0
U001336,2022-11-04,2023-10-03,78,8.85,free,0.0,1,0
U001337,2023-01-14,2023-12-26,7,35.87,premium,28.15,1,0
U001338,2022-11-22,2023-05-04,17,7.59,basic,12.84,2,0
U001339,2022-08-04,2022-09-10,11,8.45,basic,9.18,2,0
U001340,2023-04-20,2023-09-15,66,26.78,enterprise,101.96,2,0
U001341,2023-09-15,2023-11-10,9,19.88,enterprise,101.01,2,0
U001342,2022-03-08,2022-06-19,33,10.86,basic,9.66,1,0
U001343,2023-02-13,2023-02-28,44,6.25,free,0.0,2,0
U001344,2023-10-20,2023-11-27,88,33.3,free,0.0,0,0
U001345,2022-10-01,2022-12-15,38,7.34,free,0.0,0,0
U001346,2022-10-21,2023-08-07,50,35.35,basic,11.49,2,0
U001347,2023-06-15,2023-07-29,44,14.99,free,5.14,2,0
U001348,2022-04-01,2023-04-28,18,3.55,basic,9.3,1,0
U001349,2023-04-14,2023-12-25,76,46.31,enterprise,97.69,0,0
U001350,2023-07-23,2023-09-21,23,2.12,basic,7.92,2,0
U001351,2023-03-31,2023-11-22,32,4.11,free,2.44,0,0
U001352,2023-12-07,2024-01-06,46,5.22,enterprise,97.91,0,0
U001353,2022-01-22,2023-08-05,40,72.87,free,3.73,1,0
U001354,2022-09-20,2023-03-16,46,10.87,enterprise,100.25,2,0
U001355,2023-02-13,2024-01-07,4,3.47,enterprise,100.03,4,1
U001356,2023-04-04,2023-11-24,44,5.87,premium,28.74,0,0
U001357,2023-05-27,2023-09-03,26,14.52,premium,35.22,0,0
U001358,2023-08-29,2023-10-29,19,4.1,free,7.28,0,0
U001359,2022-12-14,2023-10-05,43,7.08,free,0.0,2,0
U001360,2023-02-17,2023-03-01,93,17.78,enterprise,92.08,2,0
U001361,2022-02-10,2023-03-23,32,10.16,free,0.0,1,0
U001362,2022-05-16,2022-07-06,29,15.24,enterprise,99.85,2,0
U001363,2022-07-26,2023-05-16,18,16.45,premium,35.27,3,0
U001364,2023-04-25,2023-10-23,11,11.34,free,0.0,2,0
U001365,2023-06-05,2023-11-11,31,10.68,free,2.82,1,0
U001366,2022-02-09,2024-01-08,28,7.59,premium,26.76,1,0
U001367,2022-03-13,2022-06-21,19,41.06,enterprise,99.14,1,0
U001368,2022-02-23,2022-04-05,28,49.16,free,0.81,0,0
U001369,2022-09-21,2022-10-09,78,22.01,basic,12.36,1,0
U001370,2023-08-04,2023-08-28,74,21.92,enterprise,100.88,3,0
U001371,2023-01-16,2023-08-17,43,5.26,free,1.19,1,0
U001372,2023-08-03,2023-12-20,13,6.76,premium,30.04,0,0
U001373,2022-12-07,2023-09-05,56,29.19,basic,8.73,1,0
U001374,2023-03-12,2023-06-05,34,12.8,free,0.0,1,0
U001375,2022-08-10,2023-06-09,20,27.29,premium,31.6,1,0
U001376,2023-01-04,2023-03-04,15,34.32,basic,8.99,1,0
U001377,2023-09-30,2023-10-19,44,21.53,premium,29.11,2,0
U001378,2023-04-29,2023-11-19,52,20.71,enterprise,96.94,0,0
U001379,2022-05-25,2023-06-04,27,2.01,free,1.92,0,0
U001380,2022-11-07,2022-11-15,48,32.31,free,1.16,3,0
U001381,2023-08-12,2023-12-07,63,10.02,free,4.69,1,0
U001382,2022-01-27,2022-10-23,41,20.89,basic,12.65,0,0
U001383,2022-03-03,2023-03-19,66,29.45,free,0.0,3,0
U001384,2023-04-21,2023-12-19,11,4.35,free,1.12,2,0
U001385,2022-05-21,2023-04-22,80,24.24,enterprise,100.12,1,0
U001386,2023-05-04,2023-06-06,46,17.73,basic,9.38,1,0
U001387,2022-08-28,2023-12-07,30,9.19,premium,26.6,2,0
U001388,2022-02-20,2023-04-15,48,16.54,free,0.22,1,0
U001389,2023-10-31,2023-11-05,40,16.78,free,0.0,0,0
U001390,2022-07-30,2022-11-26,28,8.88,free,0.0,0,0
U001391,2022-06-14,2022-10-31,7,9.1,free,0.0,0,1
U001392,2022-12-02,2023-11-11,18,9.16,enterprise,100.53,1,0
U001393,2022-06-11,2023-08-15,31,6.35,basic,8.91,1,0
U001394,2023-07-11,2023-10-26,39,12.37,basic,4.66,1,0
U001395,2022-08-02,2023-09-24,29,7.79,enterprise,105.49,2,0
U001396,2023-03-05,2023-03-22,53,4.46,basic,8.49,2,0
U001397,2023-05-08,2023-08-30,58,9.89,basic,14.68,0,0
U001398,2023-04-19,2023-10-22,26,16.23,free,0.0,2,0
